Fasta headers	Protein IDs	Majority protein IDs	Norm_abundance_PAD4_rep1	Norm_abundance_PAD4_rep2	Norm_abundance_PAD4_rep3	Norm_abundance_PAD4_rep4	Norm_abundance_YFP_rep1	Norm_abundance_YFP_rep2	Norm_abundance_YFP_rep3	Norm_abundance_YFP_rep4	log2_PAD4_vs_YFP	pval_PAD4_vs_YFP
AT3G17930.1 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast thylakoid membrane;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterP	AT3G17930.1	AT3G17930.1	20.68175	20.16398	20.5514	20.27526	19.53987	20.44039	20.86355	20.42756	0.100255966	0.752055571
"AT3G17970.1 | Symbols: atToc64-III, TOC64-III | translocon at the outer membrane of chloroplasts 64-III | chr3:6148030-6151794 FORWARD LENGTH=589"	AT3G17970.1	AT3G17970.1	19.61368	18.64024	19.19122	20.92084	22.33561	20.92927	20.44199	20.74002	-1.520229816	0.055760836
AT3G18060.1 | Symbols:  | transducin family protein / WD-40 repeat family protein | chr3:6183880-6186788 FORWARD LENGTH=609	AT3G18060.1	AT3G18060.1	22.54059	21.54137	22.26081	21.56755	20.39278	19.78903	20.68244	21.04554	1.500132561	0.006311477
AT3G18070.2 | Symbols: BGLU43 | beta glucosidase 43 | chr3:6187294-6189947 FORWARD LENGTH=424;AT3G18070.1 | Symbols: BGLU43 | beta glucosidase 43 | chr3:6187294-6189947 FORWARD LENGTH=501;AT3G18080.1 | Symbols: BGLU44 | B-S glucosidase 44 | chr3:6191586-61	AT3G18070.2;AT3G18070.1;AT3G18080.1	AT3G18070.2;AT3G18070.1;AT3G18080.1	22.19448	21.97271	22.06085	20.68204	21.29474	19.914	19.3584	20.62793	1.428750992	0.040492315
AT3G18130.1 | Symbols: RACK1C_AT | receptor for activated C kinase 1C | chr3:6211109-6212371 REVERSE LENGTH=326	AT3G18130.1	AT3G18130.1	22.81835	22.78566	22.70094	22.59243	19.29635	19.15016	18.92335	19.27242	3.563775539	3.09E-08
AT3G18190.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:6232226-6233836 FORWARD LENGTH=536	AT3G18190.1	AT3G18190.1	22.49047	22.67588	20.04004	22.81503	23.47011	23.29936	23.55707	23.45526	-1.44009161	0.072079909
AT3G18420.1 | Symbols:  | Protein prenylyltransferase superfamily protein | chr3:6324771-6325721 REVERSE LENGTH=316	AT3G18420.1	AT3G18420.1	20.62114	21.03181	20.62729	20.83846	20.00042	20.70479	22.14731	22.1418	-0.468904495	0.42325401
AT3G18490.1 | Symbols:  | Eukaryotic aspartyl protease family protein | chr3:6349090-6350592 REVERSE LENGTH=500	AT3G18490.1	AT3G18490.1	22.51398	19.32084	21.14681	18.59493	23.78736	23.72837	24.21571	24.12896	-3.570959568	0.007225893
AT3G18680.1 | Symbols:  | Amino acid kinase family protein | chr3:6427533-6429520 FORWARD LENGTH=339	AT3G18680.1	AT3G18680.1	21.51239	18.22008	21.59819	20.80475	20.09821	19.82282	19.80333	19.57805	0.708250046	0.409295925
AT3G18740.1 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr3:6453437-6453870 FORWARD LENGTH=112;AT1G36240.1 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr1:13614890-13616233 FORWARD LENGTH=112	AT3G18740.1;AT1G36240.1	AT3G18740.1;AT1G36240.1	25.65166	25.74152	25.12376	25.43895	23.94646	23.77404	23.83326	23.86202	1.635027885	2.57E-05
"AT3G18780.2 | Symbols: ACT2, DER1, LSR2, ENL2 | actin 2 | chr3:6475535-6476832 FORWARD LENGTH=377;AT3G18780.1 | Symbols: ACT2, DER1, LSR2, ENL2 | actin 2 | chr3:6475535-6476728 FORWARD LENGTH=371"	AT3G18780.2;AT3G18780.1	AT3G18780.2;AT3G18780.1	30.95102	31.01179	31.17516	31.24541	30.16567	29.86669	29.6518	30.07086	1.157091618	0.000128941
AT3G18860.2 | Symbols:  | transducin family protein / WD-40 repeat family protein | chr3:6501774-6508352 FORWARD LENGTH=760;AT3G18860.1 | Symbols:  | transducin family protein / WD-40 repeat family protein | chr3:6501774-6508352 FORWARD LENGTH=760	AT3G18860.2;AT3G18860.1	AT3G18860.2;AT3G18860.1	22.45508	22.99755	22.25202	22.12278	22.92074	23.52265	23.00854	20.34923	0.006569386	0.993190165
AT3G19010.3 | Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:6556306-6557862 REVERSE LENGTH=319;AT3G19010.1 | Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:6556306-655	AT3G19010.3;AT3G19010.1;AT3G19010.2	AT3G19010.3;AT3G19010.1;AT3G19010.2	25.52429	25.35394	23.84144	24.13774	23.50652	24.04768	23.884	25.40194	0.50431776	0.427078764
"AT3G19130.1 | Symbols: ATRBP47B, RBP47B | RNA-binding protein 47B | chr3:6611398-6613823 REVERSE LENGTH=435"	AT3G19130.1	AT3G19130.1	19.10831	19.3705	19.51576	22.40133	19.38512	21.78181	21.81276	20.60473	-0.797132969	0.439818767
"AT3G19170.1 | Symbols: ATPREP1, ATZNMP, PREP1 | presequence protease 1 | chr3:6625578-6631874 REVERSE LENGTH=1080;AT3G19170.2 | Symbols: PREP1 | presequence protease 1 | chr3:6625578-6631874 REVERSE LENGTH=1069"	AT3G19170.1;AT3G19170.2;AT1G49630.3;AT1G49630.2;AT1G49630.1	AT3G19170.1;AT3G19170.2	26.76534	27.15875	26.78019	26.03746	25.91075	24.74771	23.804	24.35454	1.981185913	0.007712216
AT3G19400.2 | Symbols:  | Cysteine proteinases superfamily protein | chr3:6725510-6726557 FORWARD LENGTH=290;AT3G19400.1 | Symbols:  | Cysteine proteinases superfamily protein | chr3:6725510-6726878 FORWARD LENGTH=362	AT3G19400.2;AT3G19400.1	AT3G19400.2;AT3G19400.1	20.73785	20.94842	20.94471	21.20815	20.83961	20.20552	20.05091	19.36718	0.843979359	0.037515663
AT3G19480.1 | Symbols:  | D-3-phosphoglycerate dehydrogenase | chr3:6752590-6754650 FORWARD LENGTH=588	AT3G19480.1	AT3G19480.1	21.49145	22.36156	21.27036	18.89561	21.65722	20.55838	20.34053	20.24098	0.305466652	0.719060948
"AT3G19820.3 | Symbols: DWF1 | cell elongation protein / DWARF1 / DIMINUTO (DIM) | chr3:6879835-6881616 REVERSE LENGTH=561;AT3G19820.2 | Symbols: DWF1, DIM, EVE1, DIM1, CBB1 | cell elongation protein / DWARF1 / DIMINUTO (DIM) | chr3:6879835-6881616 REVERSE"	AT3G19820.3;AT3G19820.2;AT3G19820.1	AT3G19820.3;AT3G19820.2;AT3G19820.1	24.56459	23.95189	23.5285	23.62132	19.36702	22.38472	21.88271	22.05649	2.493841171	0.014343908
"AT3G19930.1 | Symbols: STP4, ATSTP4 | sugar transporter 4 | chr3:6935048-6936841 FORWARD LENGTH=514"	AT3G19930.1	AT3G19930.1	22.68365	22.07467	22.6385	21.63733	19.70618	20.63753	19.23602	20.50751	2.236727715	0.001701386
AT3G19950.1 | Symbols:  | RING/U-box superfamily protein | chr3:6942853-6943839 FORWARD LENGTH=328	AT3G19950.1	AT3G19950.1	22.14625	22.11661	21.62002	21.90246	20.17646	21.03036	20.27464	20.21911	1.521195412	0.000666064
"AT3G19960.1 | Symbols: ATM1 | myosin 1 | chr3:6949787-6956736 FORWARD LENGTH=1166;AT3G19960.2 | Symbols: ATM1 | myosin 1 | chr3:6949787-6956736 FORWARD LENGTH=1176;AT1G50360.1 | Symbols: VIIIA, ATVIIIA | P-loop containing nucleoside triphosphate hydrolases"	AT3G19960.1;AT3G19960.2;AT1G50360.1	AT3G19960.1;AT3G19960.2;AT1G50360.1	19.25879	21.82042	22.25776	19.01856	22.05089	22.62727	22.96026	22.88036	-2.040812016	0.056997137
"AT3G19980.1 | Symbols: ATFYPP3, EMB2736, STPP, FYPP3 | flower-specific, phytochrome-associated protein phosphatase 3 | chr3:6962008-6964761 FORWARD LENGTH=303;AT1G50370.1 | Symbols:  | Calcineurin-like metallo-phosphoesterase superfamily protein | chr1:186"	AT3G19980.1;AT1G50370.1	AT3G19980.1;AT1G50370.1	21.96589	22.36733	22.28523	22.66368	20.88159	21.52483	18.86902	20.64409	1.840651989	0.020054095
AT3G20000.1 | Symbols: TOM40 | translocase of the outer mitochondrial membrane 40 | chr3:6967685-6970247 FORWARD LENGTH=309	AT3G20000.1	AT3G20000.1	25.65971	26.71227	25.1037	25.40435	22.92799	22.49904	20.49836	19.89128	4.265836716	0.002022427
"AT3G20050.1 | Symbols: ATTCP-1, TCP-1 | T-complex protein 1 alpha subunit | chr3:6998544-7002266 REVERSE LENGTH=545"	AT3G20050.1	AT3G20050.1	22.85964	22.82815	22.87378	22.19928	21.12698	20.05872	20.16785	19.78002	2.406820297	0.000371022
"AT3G20250.1 | Symbols: APUM5, PUM5 | pumilio 5 | chr3:7059098-7062660 REVERSE LENGTH=961"	AT3G20250.1	AT3G20250.1	22.8864	24.09571	21.13558	22.61259	19.85133	19.3517	19.90554	25.43847	1.545812607	0.360703013
"AT3G20290.2 | Symbols: ATEHD1, EHD1 | EPS15 homology domain 1 | chr3:7075057-7078655 REVERSE LENGTH=545;AT3G20290.1 | Symbols: ATEHD1, EHD1 | EPS15 homology domain 1 | chr3:7075057-7078655 REVERSE LENGTH=545"	AT3G20290.2;AT3G20290.1	AT3G20290.2;AT3G20290.1	21.30151	20.97904	21.0252	20.3931	20.98649	19.60749	19.65668	20.05072	0.849367142	0.062637925
AT3G20320.1 | Symbols: TGD2 | trigalactosyldiacylglycerol2 | chr3:7087657-7089640 REVERSE LENGTH=381	AT3G20320.1;AT3G20320.2	AT3G20320.1	19.962	18.48458	20.49961	19.80442	24.46058	24.31181	24.83653	25.02318	-4.970374584	3.64E-05
AT3G20330.1 | Symbols: PYRB | PYRIMIDINE B | chr3:7090354-7091904 REVERSE LENGTH=390	AT3G20330.1	AT3G20330.1	22.11168	22.53502	22.16451	22.35933	21.99106	20.41602	20.12334	20.82033	1.454946518	0.013590034
AT3G20390.1 | Symbols:  | endoribonuclease L-PSP family protein | chr3:7110227-7111695 REVERSE LENGTH=187	AT3G20390.1	AT3G20390.1	19.22951	19.93924	19.99017	20.84818	22.41918	22.41067	23.28785	23.11237	-2.805745125	0.00043605
AT3G20790.1 | Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr3:7268802-7271099 FORWARD LENGTH=355	AT3G20790.1	AT3G20790.1	20.24656	20.194	19.95163	20.94946	19.46171	20.19447	22.22855	21.24591	-0.44725132	0.512188432
AT3G20810.3 | Symbols: JMJD5 | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:7275814-7278182 FORWARD LENGTH=398;AT3G20810.1 | Symbols: JMJD5 | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:7	AT3G20810.3;AT3G20810.1	AT3G20810.3;AT3G20810.1	22.20592	21.74538	21.84184	21.84843	20.18516	19.47988	21.30958	18.94718	1.929944038	0.009986554
AT3G20820.1 | Symbols:  | Leucine-rich repeat (LRR) family protein | chr3:7280930-7282027 FORWARD LENGTH=365	AT3G20820.1	AT3G20820.1	24.58967	24.92981	24.17341	24.8305	24.41254	24.94619	24.50167	25.04202	-0.094758034	0.695180221
AT3G21055.1 | Symbols: PSBTN | photosystem II subunit T | chr3:7376761-7377072 REVERSE LENGTH=103	AT3G21055.1	AT3G21055.1	21.22712	21.80731	20.99404	21.172	20.21851	23.63157	24.21815	23.8146	-1.670591831	0.126575015
AT3G21080.1 | Symbols:  | ABC transporter-related | chr3:7388490-7389811 REVERSE LENGTH=255	AT3G21080.1	AT3G21080.1	23.20991	24.42726	24.36826	24.62327	21.20998	20.46444	20.07715	21.28338	3.398439884	0.000229607
AT3G21200.1 | Symbols: PGR7 | proton gradient regulation 7 | chr3:7436091-7437845 FORWARD LENGTH=317	AT3G21200.1	AT3G21200.1	23.43733	23.68923	23.96155	24.31845	21.98704	21.07465	21.92864	21.49106	2.231291294	0.000227587
"AT3G21220.1 | Symbols: ATMKK5, ATMAP2K_ALPHA, MAP2K_A, MKK5, ATMEK5, MEK5 | MAP kinase kinase 5 | chr3:7445917-7446963 FORWARD LENGTH=348"	AT3G21220.1	AT3G21220.1	23.38693	23.36145	23.34367	23.11652	21.68599	19.36001	21.41845	19.97897	2.691289902	0.003092187
AT3G22110.1 | Symbols: PAC1 | 20S proteasome alpha subunit C1 | chr3:7792819-7793571 REVERSE LENGTH=250	AT3G22110.1;AT4G15165.1	AT3G22110.1	25.02741	25.17642	24.71461	24.40425	26.60809	26.75951	25.52376	26.34814	-1.479203701	0.003861094
"AT3G22200.1 | Symbols: POP2, GABA-T, HER1 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr3:7835286-7838863 FORWARD LENGTH=504;AT3G22200.2 | Symbols: POP2 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein |"	AT3G22200.1;AT3G22200.2	AT3G22200.1;AT3G22200.2	24.44607	24.15746	24.04243	23.9604	23.38192	18.97834	19.56895	20.11992	3.63931036	0.010389954
"AT3G22320.1 | Symbols: ATRPABC24.3, RPB5A, NRPB5, NRPD5 | Eukaryotic rpb5 RNA polymerase subunit family protein | chr3:7891045-7892094 REVERSE LENGTH=205"	AT3G22320.1	AT3G22320.1	18.40513	21.81308	21.33914	20.80546	19.9271	19.05408	19.94924	20.50998	0.730604649	0.404292404
"AT3G22630.1 | Symbols: PBD1, PRCGB | 20S proteasome beta subunit D1 | chr3:8009709-8010774 REVERSE LENGTH=204"	AT3G22630.1	AT3G22630.1	22.17014	21.97179	21.81894	19.42801	20.09676	19.58012	21.91722	21.32003	0.61868763	0.488866528
AT3G22845.1 | Symbols:  | emp24/gp25L/p24 family/GOLD family protein | chr3:8087373-8088550 FORWARD LENGTH=214	AT3G22845.1	AT3G22845.1	22.97862	23.68014	23.14655	22.46488	20.2774	19.64592	20.96487	18.90376	3.119557858	0.000839258
AT3G22890.1 | Symbols: APS1 | ATP sulfurylase 1 | chr3:8112837-8114734 FORWARD LENGTH=463	AT3G22890.1	AT3G22890.1	28.81491	28.8905	28.73205	28.14248	28.0391	27.30478	26.96433	27.85596	1.103942394	0.010435618
AT3G23270.1 | Symbols:  | Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain | chr3:8316436-8320337 FORWARD LENGTH=1045	AT3G23270.1	AT3G23270.1	25.21605	24.50706	24.89698	26.30541	20.57552	21.37501	19.58435	20.0038	4.846705437	0.000115175
AT3G23400.1 | Symbols: FIB4 | Plastid-lipid associated protein PAP / fibrillin family protein | chr3:8376636-8378225 REVERSE LENGTH=284	AT3G23400.1	AT3G23400.1	24.36453	19.60283	23.56581	19.04554	22.40899	23.03584	20.69293	20.6225	-0.045384884	0.976615325
AT3G23570.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:8458052-8459608 REVERSE LENGTH=239	AT3G23570.1	AT3G23570.1	21.91612	21.89438	22.44995	21.9958	21.76231	20.93071	21.68119	22.34573	0.384075642	0.272958162
AT3G23750.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:8558332-8561263 FORWARD LENGTH=928	AT3G23750.1;AT1G66150.1	AT3G23750.1	18.65929	22.41194	22.72065	22.21041	21.35984	20.35439	20.26642	20.73549	0.821538448	0.436110236
"AT3G23810.1 | Symbols: SAHH2, ATSAHH2 | S-adenosyl-l-homocysteine (SAH) hydrolase 2 | chr3:8588013-8589671 REVERSE LENGTH=485"	AT3G23810.1	AT3G23810.1	23.63456	24.79476	23.83692	22.77251	24.03792	23.9227	24.21282	23.74858	-0.220816135	0.623096328
AT3G23820.1 | Symbols: GAE6 | UDP-D-glucuronate 4-epimerase 6 | chr3:8603645-8605027 FORWARD LENGTH=460	AT3G23820.1	AT3G23820.1	22.07956	21.39404	22.10226	22.68368	20.14539	20.20865	19.25522	20.56463	2.021409035	0.001882314
"AT3G23990.1 | Symbols: HSP60, HSP60-3B | heat shock protein 60 | chr3:8669013-8672278 FORWARD LENGTH=577"	AT3G23990.1	AT3G23990.1	24.24503	24.53422	24.59696	25.09848	23.79986	21.89478	23.53196	23.74263	1.376366138	0.029956163
AT3G24430.1 | Symbols: HCF101 | ATP binding | chr3:8868731-8872154 REVERSE LENGTH=532	AT3G24430.1	AT3G24430.1	23.64834	22.91858	23.21722	23.61425	19.20273	21.33187	19.54454	20.7079	3.15283823	0.000973987
"AT3G24503.1 | Symbols: ALDH2C4, ALDH1A, REF1 | aldehyde dehydrogenase 2C4 | chr3:8919732-8923029 REVERSE LENGTH=501"	AT3G24503.1	AT3G24503.1	24.04335	24.0937	23.99058	24.78915	21.76414	23.1987	23.3534	23.37968	1.305217266	0.023289353
AT3G24570.2 | Symbols:  | Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein | chr3:8966675-8968530 REVERSE LENGTH=222;AT3G24570.1 | Symbols:  | Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein | chr3:8966675-8968530 REVERSE LENGTH=235	AT3G24570.2;AT3G24570.1	AT3G24570.2;AT3G24570.1	22.41808	21.76191	22.59969	22.21424	20.17479	18.7056	20.87303	21.17879	2.01542902	0.013181426
AT3G24830.1 | Symbols:  | Ribosomal protein L13 family protein | chr3:9064613-9065871 FORWARD LENGTH=206;AT5G48760.2 | Symbols:  | Ribosomal protein L13 family protein | chr5:19771315-19772686 REVERSE LENGTH=206;AT5G48760.1 | Symbols:  | Ribosomal protein	AT3G24830.1;AT5G48760.2;AT5G48760.1	AT3G24830.1;AT5G48760.2;AT5G48760.1	24.18427	23.83142	24.35023	23.46189	24.39565	23.58978	23.47085	20.48195	0.972396851	0.312237296
AT3G25070.1 | Symbols: RIN4 | RPM1 interacting protein 4 | chr3:9132458-9133747 FORWARD LENGTH=211	AT3G25070.1	AT3G25070.1	23.61874	24.33231	23.06373	24.34374	20.52446	22.42142	19.79275	22.87371	2.43654871	0.022824934
"AT3G25230.1 | Symbols: ROF1, ATFKBP62, FKBP62 | rotamase FKBP 1 | chr3:9188257-9191137 FORWARD LENGTH=551;AT3G25230.2 | Symbols: ROF1, ATFKBP62, FKBP62 | rotamase FKBP 1 | chr3:9188257-9191175 FORWARD LENGTH=562"	AT3G25230.1;AT3G25230.2	AT3G25230.1;AT3G25230.2	23.91324	24.19918	24.59429	23.96728	18.32877	20.15965	19.5548	21.00345	4.406829357	0.000279399
"AT3G25520.1 | Symbols: ATL5, PGY3, OLI5, RPL5A | ribosomal protein L5 | chr3:9269573-9271327 REVERSE LENGTH=301;AT3G25520.2 | Symbols: ATL5 | ribosomal protein L5 | chr3:9269573-9270434 REVERSE LENGTH=190"	AT3G25520.1;AT3G25520.2	AT3G25520.1;AT3G25520.2	22.31656	22.51944	22.14218	22.79571	20.33617	18.75096	19.84776	22.20683	2.158039093	0.026037087
"AT3G25530.2 | Symbols: GHBDH, ATGHBDH, GLYR1, GR1 | glyoxylate reductase 1 | chr3:9271949-9273514 REVERSE LENGTH=278;AT3G25530.1 | Symbols: GHBDH, ATGHBDH, GLYR1, GR1 | glyoxylate reductase 1 | chr3:9271949-9273514 REVERSE LENGTH=289"	AT3G25530.2;AT3G25530.1	AT3G25530.2;AT3G25530.1	25.72913	25.84807	24.77957	24.87961	23.45638	22.85892	23.37425	23.36159	2.046308994	0.000583045
AT3G25660.1 | Symbols:  | Amidase family protein | chr3:9339640-9342044 REVERSE LENGTH=537	AT3G25660.1	AT3G25660.1	21.593	20.98885	18.78786	21.29894	19.01169	20.10807	20.30764	20.08123	0.790003777	0.303697994
AT3G25680.1 | Symbols:  | FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 21 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: S-layer homology domain	AT3G25680.1	AT3G25680.1	22.0422	22.10101	21.88193	21.89093	22.57152	21.41986	22.13927	22.00621	-0.055199623	0.828483809
AT3G25690.3 | Symbols: CHUP1 | Hydroxyproline-rich glycoprotein family protein | chr3:9354061-9357757 FORWARD LENGTH=863;AT3G25690.2 | Symbols: CHUP1 | Hydroxyproline-rich glycoprotein family protein | chr3:9354061-9357757 FORWARD LENGTH=1004;AT3G25690.1 |	AT3G25690.3;AT3G25690.2;AT3G25690.1	AT3G25690.3;AT3G25690.2;AT3G25690.1	22.78572	23.4768	22.21676	23.99283	20.11076	18.57179	20.43603	19.37193	3.495400429	0.000851233
AT3G25770.1 | Symbols: AOC2 | allene oxide cyclase 2 | chr3:9406975-9407839 FORWARD LENGTH=253	AT3G25770.1;AT3G25760.1	AT3G25770.1	22.21857	21.99821	22.50712	22.4341	20.36961	20.3323	20.73523	20.91651	1.701087952	8.71E-05
"AT3G25800.1 | Symbols: PDF1, PR 65, PP2AA2 | protein phosphatase 2A  subunit A2 | chr3:9422822-9425783 REVERSE LENGTH=587;AT3G25800.2 | Symbols: PDF1, PR 65, PP2AA2 | protein phosphatase 2A  subunit A2 | chr3:9423036-9425783 REVERSE LENGTH=544"	AT3G25800.1;AT3G25800.2	AT3G25800.1;AT3G25800.2	24.38278	24.77143	24.84009	24.35077	23.86514	23.6872	23.89597	24.4195	0.619313717	0.022447345
"AT3G25860.1 | Symbols: LTA2, PLE2 | 2-oxoacid dehydrogenases acyltransferase family protein | chr3:9460632-9462585 FORWARD LENGTH=480"	AT3G25860.1	AT3G25860.1	25.35185	25.27366	25.1622	25.07851	24.2781	25.04059	24.32347	24.50658	0.679366589	0.010428059
AT3G25920.1 | Symbols: RPL15 | ribosomal protein L15 | chr3:9491268-9492558 REVERSE LENGTH=277	AT3G25920.1	AT3G25920.1	23.89227	25.37162	24.83161	25.49326	23.80213	24.67804	22.6707	19.93612	2.125440598	0.099854871
AT3G26060.1 | Symbols: ATPRX Q | Thioredoxin superfamily protein | chr3:9524807-9526123 FORWARD LENGTH=216;AT3G26060.2 | Symbols: ATPRX Q | Thioredoxin superfamily protein | chr3:9524807-9526123 FORWARD LENGTH=217	AT3G26060.1;AT3G26060.2	AT3G26060.1;AT3G26060.2	24.70012	24.72318	24.807	25.06497	26.73454	25.95682	26.02153	26.57118	-1.497198582	0.000404513
AT3G26450.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr3:9681593-9683299 REVERSE LENGTH=152	AT3G26450.1	AT3G26450.1	22.55915	22.54	22.16294	19.35631	21.77969	20.68551	21.51155	20.68215	0.489876747	0.572879136
"AT3G26520.1 | Symbols: TIP2, SITIP, GAMMA-TIP2, TIP1;2 | tonoplast intrinsic protein 2 | chr3:9722770-9723703 REVERSE LENGTH=253"	AT3G26520.1	AT3G26520.1	26.9457	27.10939	26.81604	26.58032	24.3334	24.55894	24.08123	24.49759	2.495069981	3.58E-06
"AT3G26650.1 | Symbols: GAPA, GAPA-1 | glyceraldehyde 3-phosphate dehydrogenase A subunit | chr3:9795226-9796848 FORWARD LENGTH=396"	AT3G26650.1	AT3G26650.1	31.88413	32.02703	31.39571	31.19853	31.79958	31.15985	30.72395	30.79606	0.506488323	0.158646524
AT3G26710.1 | Symbols: CCB1 | cofactor assembly of complex C | chr3:9813550-9814606 FORWARD LENGTH=267	AT3G26710.1	AT3G26710.1	23.07858	22.92702	24.05316	23.65578	19.65153	20.83431	20.63756	18.6368	3.488587856	0.000860043
"AT3G26830.1 | Symbols: PAD3, CYP71B15 | Cytochrome P450 superfamily protein | chr3:9887990-9889560 FORWARD LENGTH=490"	AT3G26830.1	AT3G26830.1	22.13389	21.24783	21.61831	19.57108	21.82728	21.36668	20.97521	20.47058	-0.017160416	0.978985145
AT3G26935.1 | Symbols:  | DHHC-type zinc finger family protein | chr3:9933001-9935218 REVERSE LENGTH=443	AT3G26935.1	AT3G26935.1	18.87267	20.71791	20.30708	21.47536	21.46569	20.01627	21.29067	20.96771	-0.591826439	0.387322364
AT3G27240.1 | Symbols:  | Cytochrome C1 family | chr3:10056144-10058370 REVERSE LENGTH=307	AT3G27240.1	AT3G27240.1	20.05255	21.49999	19.68343	21.39561	19.74618	20.77947	21.07346	20.29312	0.184834003	0.746740595
AT3G27380.2 | Symbols: SDH2-1 | succinate dehydrogenase 2-1 | chr3:10131209-10132673 REVERSE LENGTH=279;AT3G27380.1 | Symbols: SDH2-1 | succinate dehydrogenase 2-1 | chr3:10131209-10132673 REVERSE LENGTH=279	AT3G27380.2;AT3G27380.1	AT3G27380.2;AT3G27380.1	24.05904	23.98076	23.05243	23.50312	22.85032	22.88163	23.06105	22.76604	0.759082794	0.020087408
AT3G27430.2 | Symbols: PBB1 | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein | chr3:10152910-10155052 FORWARD LENGTH=273;AT3G27430.3 | Symbols: PBB1 | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein	AT3G27430.2;AT3G27430.3;AT3G27430.1	AT3G27430.2;AT3G27430.3;AT3G27430.1	20.36121	18.84236	19.45306	20.12755	27.14034	25.97255	24.19099	25.39388	-5.978394985	0.000144941
AT3G27740.1 | Symbols: CARA | carbamoyl phosphate synthetase A | chr3:10281470-10283792 REVERSE LENGTH=430;AT3G27740.2 | Symbols: CARA | carbamoyl phosphate synthetase A | chr3:10281470-10283792 REVERSE LENGTH=358	AT3G27740.1;AT3G27740.2	AT3G27740.1;AT3G27740.2	21.11375	21.07503	20.79812	20.93359	21.04059	20.87718	20.74435	20.72134	0.134255409	0.239472897
"AT3G27850.1 | Symbols: RPL12-C | ribosomal protein L12-C | chr3:10324905-10325468 FORWARD LENGTH=187;AT3G27830.1 | Symbols: RPL12-A, RPL12 | ribosomal protein L12-A | chr3:10318576-10319151 FORWARD LENGTH=191"	AT3G27850.1;AT3G27830.1	AT3G27850.1;AT3G27830.1	24.99481	25.92549	24.74525	23.90132	26.39673	25.8326	20.92995	20.31695	1.522659302	0.391099776
AT3G28300.1 | Symbols: AT14A | Protein of unknown function (DUF677) | chr3:10566106-10567263 FORWARD LENGTH=385;AT3G28290.1 | Symbols: AT14A | Protein of unknown function (DUF677) | chr3:10547873-10549030 FORWARD LENGTH=385	AT3G28300.1;AT3G28290.1	AT3G28300.1;AT3G28290.1	25.18726	24.50676	25.16312	26.15736	19.91838	20.23447	20.82053	20.23575	4.951339722	1.43E-05
